"ID","date","temperature_exterieure","humidite","ensoleillement","vitesse_vent","direction_vent","temperature_interieure","puissance_cvac","puissance_cvac_future"
96,"2022-01-02 00:00:00",5.0,81.0,0.0,8.6,205.0,20.9945528513954,1.23291630342948,"1.44610747270477"
97,"2022-01-02 00:15:00",5.0,81.0,0.0,9.0,210.0,20.9957940567228,1.27749005050206,"1.45972786662617"
98,"2022-01-02 00:30:00",5.0,81.0,0.0,9.4,215.0,20.9960031397702,1.31741537327188,"1.49179023910093"
99,"2022-01-02 00:45:00",5.0,81.0,0.0,9.8,220.0,20.9984299950502,1.35361708447498,"1.53347466571551"
100,"2022-01-02 01:00:00",4.9,78.75,0.0,10.175,222.5,20.9987337619659,1.39470870208988,"1.52204173217046"
101,"2022-01-02 01:15:00",4.8,76.5,0.0,10.55,225.0,20.9992894659874,1.43550760417965,"1.52634658707716"
102,"2022-01-02 01:30:00",4.7,74.25,0.0,10.925,227.5,20.9998583565517,1.50979239750542,"1.53268165438732"
103,"2022-01-02 01:45:00",4.6,72.0,0.0,11.3,230.0,21.0000307647439,1.59251416679981,"1.53915414628183"
104,"2022-01-02 02:00:00",4.45,71.25,0.0,10.65,230.0,21.0000970856591,1.50726556221914,"1.48353630526999"
105,"2022-01-02 02:15:00",4.3,70.5,0.0,10.0,230.0,21.000141661799,1.44772260193759,"1.45504336132357"
106,"2022-01-02 02:30:00",4.15,69.75,0.0,9.35,230.0,21.0005597090074,1.41631773207565,"1.44912965303074"
107,"2022-01-02 02:45:00",4.0,69.0,0.0,8.7,230.0,21.0021056098261,1.38508749343465,"2.42254307120728"
108,"2022-01-02 03:00:00",4.0,69.0,0.0,8.85,230.0,21.0004250927254,2.33546220821692,"2.58179283533552"
109,"2022-01-02 03:15:00",4.0,69.0,0.0,9.0,230.0,21.0008487606448,2.34452331439618,"2.70838392319052"
110,"2022-01-02 03:30:00",4.0,69.0,0.0,9.15,230.0,21.0009344210165,2.34288763777538,"2.80623610950175"
111,"2022-01-02 03:45:00",4.0,69.0,0.0,9.3,230.0,21.000780402292,1.97838481879121,"2.86787901040399"
112,"2022-01-02 04:00:00",3.75,68.75,0.0,9.15,230.0,21.0004490104856,1.44610747270477,"3.02684049628312"
113,"2022-01-02 04:15:00",3.5,68.5,0.0,9.0,230.0,20.9999700753356,1.45972786662617,"3.01859419149183"
114,"2022-01-02 04:30:00",3.25,68.25,0.0,8.85,230.0,21.0000187241438,1.49179023910093,"3.02238026595193"
115,"2022-01-02 04:45:00",3.0,68.0,0.0,8.7,230.0,21.0000503706578,1.53347466571551,"2.98433869596326"
116,"2022-01-02 05:00:00",3.0,68.0,0.0,8.7,227.5,21.0000654073607,1.52204173217046,"2.16420832023579"
117,"2022-01-02 05:15:00",3.0,68.0,0.0,8.7,225.0,21.000057603889,1.52634658707716,"2.15937971028933"
118,"2022-01-02 05:30:00",3.0,68.0,0.0,8.7,222.5,21.0000589420464,1.53268165438732,"2.150082871554"
119,"2022-01-02 05:45:00",3.0,68.0,0.0,8.7,220.0,21.0000634181768,1.53915414628183,"2.13193882480721"
120,"2022-01-02 06:00:00",2.75,67.75,0.0,8.325,220.0,21.0000789725881,1.48353630526999,"1.96943417406531"
121,"2022-01-02 06:15:00",2.5,67.5,0.0,7.95,220.0,21.0000509890088,1.45504336132357,"2.78118386167287"
122,"2022-01-02 06:30:00",2.25,67.25,0.0,7.575,220.0,21.0000897462363,1.44912965303074,"2.52174670103838"
123,"2022-01-02 06:45:00",2.0,67.0,0.0,7.2,220.0,21.0003571347789,2.42254307120728,"2.2268136616644"
124,"2022-01-02 07:00:00",2.0,67.25,0.0,7.85,222.5,21.000975894762,2.58179283533552,"1.68677216625275"
125,"2022-01-02 07:15:00",2.0,67.5,0.0,8.5,225.0,20.9999776051584,2.70838392319052,"1.40433611892601"
126,"2022-01-02 07:30:00",2.0,67.75,16.0,9.15,227.5,20.9997984030459,2.80623610950175,"1.27318964773668"
127,"2022-01-02 07:45:00",2.0,68.0,32.0,9.8,230.0,20.9997811922984,2.86787901040399,"1.1065874777446"
128,"2022-01-02 08:00:00",2.0,67.75,48.0,10.05,230.0,20.9996986318963,3.02684049628312,"0.766049111910852"
129,"2022-01-02 08:15:00",2.0,67.5,64.0,10.3,230.0,20.999785337296,3.01859419149183,"0.800322519621463"
130,"2022-01-02 08:30:00",2.0,67.25,72.25,10.55,230.0,20.9997922861057,3.02238026595193,"0.845903625906037"
131,"2022-01-02 08:45:00",2.0,67.0,80.5,10.8,230.0,20.9998224501108,2.98433869596326,"1.00777055911836"
132,"2022-01-02 09:00:00",2.0,65.75,88.75,11.175,232.5,21.0004289846684,2.16420832023579,"1.01171341659357"
133,"2022-01-02 09:15:00",2.0,64.5,97.0,11.55,235.0,21.0000028272646,2.15937971028933,"0.970988459345961"
134,"2022-01-02 09:30:00",2.0,63.25,109.5,11.925,237.5,20.9999402172696,2.150082871554,"0.992735357845793"
135,"2022-01-02 09:45:00",2.0,62.0,122.0,12.3,240.0,20.9999384563501,2.13193882480721,"0.971157709119091"
136,"2022-01-02 10:00:00",2.0,62.0,134.5,12.175,242.5,21.0000493661979,1.96943417406531,"1.40359321411921"
137,"2022-01-02 10:15:00",2.0,62.0,147.0,12.05,245.0,20.9993717887809,2.78118386167287,"1.38410779538295"
138,"2022-01-02 10:30:00",2.0,62.0,243.75,11.925,247.5,21.0009807224567,2.52174670103838,"1.43058527725501"
139,"2022-01-02 10:45:00",2.0,62.0,340.5,11.8,250.0,21.0010195879189,2.2268136616644,"1.46774526643124"
140,"2022-01-02 11:00:00",2.0,63.25,437.25,10.9,255.0,21.0001660013054,1.68677216625275,"1.51833664527848"
141,"2022-01-02 11:15:00",2.0,64.5,534.0,10.0,260.0,21.0005402223534,1.40433611892601,"1.35924345710666"
142,"2022-01-02 11:30:00",2.0,65.75,552.5,9.1,265.0,21.0017335196974,1.27318964773668,"1.22013799198833"
143,"2022-01-02 11:45:00",2.0,67.0,571.0,8.2,270.0,21.0042931418102,1.1065874777446,"1.30402744516547"
144,"2022-01-02 12:00:00",2.0,63.25,589.5,9.5,270.0,20.9825098913759,0.766049111910852,"1.32904551894918"
145,"2022-01-02 12:15:00",2.0,59.5,608.0,10.8,270.0,20.9995510437923,0.800322519621463,"1.37209884381678"
146,"2022-01-02 12:30:00",2.0,55.75,528.5,12.1,270.0,20.9565262684343,0.845903625906037,"1.40203205306419"
147,"2022-01-02 12:45:00",2.0,52.0,449.0,13.4,270.0,20.9553280871951,1.00777055911836,"1.42289337005393"
148,"2022-01-02 13:00:00",1.775,52.25,369.5,12.5,267.5,21.0098998049893,1.01171341659357,"1.40208090980205"
149,"2022-01-02 13:15:00",1.55,52.5,290.0,11.6,265.0,21.0115813919352,0.970988459345961,"1.42907321647109"
150,"2022-01-02 13:30:00",1.325,52.75,244.25,10.7,262.5,21.0182824232201,0.992735357845793,"2.3594779839327"
151,"2022-01-02 13:45:00",1.1,53.0,198.5,9.8,260.0,21.0163698699253,0.971157709119091,"2.49063929981458"
152,"2022-01-02 14:00:00",1.075,52.5,152.75,9.675,265.0,21.0163291636035,1.40359321411921,"2.58273418446055"
153,"2022-01-02 14:15:00",1.05,52.0,107.0,9.55,270.0,21.0038080380935,1.38410779538295,"2.80970979880476"
154,"2022-01-02 14:30:00",1.025,51.5,85.75,9.425,275.0,21.001528904118,1.43058527725501,"3.0453383098165"
155,"2022-01-02 14:45:00",1.0,51.0,64.5,9.3,280.0,20.9999755467309,1.46774526643124,"3.28942249755316"
156,"2022-01-02 15:00:00",0.75,52.0,43.25,9.3,277.5,21.0001838801355,1.51833664527848,"3.25778356450048"
157,"2022-01-02 15:15:00",0.5,53.0,22.0,9.3,275.0,20.9994922076508,1.35924345710666,"2.95688423242403"
158,"2022-01-02 15:30:00",0.25,54.0,16.5,9.3,272.5,20.9985709987756,1.22013799198833,"2.39167168284785"
159,"2022-01-02 15:45:00",0.0,55.0,11.0,9.3,270.0,20.999009518452,1.30402744516547,"2.37261895032722"
160,"2022-01-02 16:00:00",-0.25,53.75,5.5,8.65,270.0,21.0023476416234,1.32904551894918,"2.50547009824049"
161,"2022-01-02 16:15:00",-0.5,52.5,0.0,8.0,270.0,21.0027832326685,1.37209884381678,"2.66243452451271"
162,"2022-01-02 16:30:00",-0.75,51.25,0.0,7.35,270.0,21.0027474885946,1.40203205306419,"2.80866234695075"
163,"2022-01-02 16:45:00",-1.0,50.0,0.0,6.7,270.0,21.0022933527708,1.42289337005393,"2.95601087611156"
164,"2022-01-02 17:00:00",-1.25,51.25,0.0,6.575,275.0,21.0009266488853,1.40208090980205,"3.95072872996436"
165,"2022-01-02 17:15:00",-1.5,52.5,0.0,6.45,280.0,21.0011348839856,1.42907321647109,"4.01907674089347"
166,"2022-01-02 17:30:00",-1.75,53.75,0.0,6.325,285.0,21.0006339540765,2.3594779839327,"4.07476621972801"
167,"2022-01-02 17:45:00",-2.0,55.0,0.0,6.2,290.0,21.0006565422482,2.49063929981458,"4.13125267111623"
168,"2022-01-02 18:00:00",-2.5,54.75,0.0,6.575,290.0,20.9999964453538,2.58273418446055,"4.10273464596455"
169,"2022-01-02 18:15:00",-3.0,54.5,0.0,6.95,290.0,20.9999107397768,2.80970979880476,"4.05759783635686"
170,"2022-01-02 18:30:00",-3.5,54.25,0.0,7.325,290.0,20.9999517442041,3.0453383098165,"3.42294239330984"
171,"2022-01-02 18:45:00",-4.0,54.0,0.0,7.7,290.0,20.9999502194613,3.28942249755316,"3.49231969103129"
172,"2022-01-02 19:00:00",-4.2,53.75,0.0,7.325,290.0,20.9999630015064,3.25778356450048,"3.55527516506432"
173,"2022-01-02 19:15:00",-4.4,53.5,0.0,6.95,290.0,21.0002331216367,2.95688423242403,"3.56156523820728"
174,"2022-01-02 19:30:00",-4.6,53.25,0.0,6.575,290.0,21.0005627595678,2.39167168284785,"3.56482812523101"
175,"2022-01-02 19:45:00",-4.8,53.0,0.0,6.2,290.0,21.0000962314887,2.37261895032722,"3.56266618988758"
176,"2022-01-02 20:00:00",-5.1,53.25,0.0,6.325,290.0,20.9999094750374,2.50547009824049,"3.90772702140829"
177,"2022-01-02 20:15:00",-5.4,53.5,0.0,6.45,290.0,20.9999001213274,2.66243452451271,"4.24313036883666"
178,"2022-01-02 20:30:00",-5.7,53.75,0.0,6.575,290.0,20.999958432233,2.80866234695075,"4.60677019505603"
179,"2022-01-02 20:45:00",-6.0,54.0,0.0,6.7,290.0,20.9999528520371,2.95601087611156,"5.03421006179599"
180,"2022-01-02 21:00:00",-6.0,54.0,0.0,6.825,290.0,20.998988445171,3.95072872996436,"5.02093805617428"
181,"2022-01-02 21:15:00",-6.0,54.0,0.0,6.95,290.0,20.9996651906672,4.01907674089347,"4.97991389501547"
182,"2022-01-02 21:30:00",-6.0,54.0,0.0,7.075,290.0,20.9998057714146,4.07476621972801,"4.95399343054924"
183,"2022-01-02 21:45:00",-6.0,54.0,0.0,7.2,290.0,20.9998321402918,4.13125267111623,"4.93941775970205"
184,"2022-01-02 22:00:00",-6.25,52.75,0.0,6.825,287.5,20.9999402336348,4.10273464596455,"5.01979716334884"
185,"2022-01-02 22:15:00",-6.5,51.5,0.0,6.45,285.0,20.9998074654408,4.05759783635686,"5.10258347059608"
186,"2022-01-02 22:30:00",-6.75,50.25,0.0,6.075,282.5,21.0006299007671,3.42294239330984,"5.18142395365503"
187,"2022-01-02 22:45:00",-7.0,49.0,0.0,5.7,280.0,21.0000318377736,3.49231969103129,"5.2498762624564"
188,"2022-01-02 23:00:00",-7.0,50.25,0.0,5.425,282.5,20.9999185895469,3.55527516506432,"5.60419912678028"
189,"2022-01-02 23:15:00",-7.0,51.5,0.0,5.15,285.0,20.9999273784764,3.56156523820728,"6.0458070134289"
190,"2022-01-02 23:30:00",-7.0,52.75,0.0,4.875,287.5,20.9999659274551,3.56482812523101,"6.51102751916927"
191,"2022-01-02 23:45:00",-7.0,54.0,0.0,4.6,290.0,20.9999708916425,3.56266618988758,"7.00063575635658"
192,"2022-01-03 00:00:00",-7.5,53.75,0.0,5.375,290.0,20.9998771889297,3.90772702140829,"6.95627692690455"
193,"2022-01-03 00:15:00",-8.0,53.5,0.0,6.15,290.0,20.9999267596651,4.24313036883666,"6.90727384411316"
194,"2022-01-03 00:30:00",-8.5,53.25,0.0,6.925,290.0,20.9999766046653,4.60677019505603,"6.84220719564568"
195,"2022-01-03 00:45:00",-9.0,53.0,0.0,7.7,290.0,20.9999736365739,5.03421006179599,"6.80661412811425"
196,"2022-01-03 01:00:00",-9.175,52.25,0.0,7.05,292.5,20.9999911893435,5.02093805617428,"7.63336891804852"
197,"2022-01-03 01:15:00",-9.35,51.5,0.0,6.4,295.0,21.000020803212,4.97991389501547,"7.594657498746"
198,"2022-01-03 01:30:00",-9.525,50.75,0.0,5.75,297.5,21.000037496712,4.95399343054924,"7.54900771140323"
199,"2022-01-03 01:45:00",-9.7,50.0,0.0,5.1,300.0,20.9998796483715,4.93941775970205,"7.51053054824963"
200,"2022-01-03 02:00:00",-9.775,52.0,0.0,5.375,297.5,20.9998463629165,5.01979716334884,"7.40330652573688"
201,"2022-01-03 02:15:00",-9.85,54.0,0.0,5.65,295.0,20.9998322919401,5.10258347059608,"7.31646852799765"
202,"2022-01-03 02:30:00",-9.925,56.0,0.0,5.925,292.5,20.9998393614733,5.18142395365503,"7.11369842506937"
203,"2022-01-03 02:45:00",-10.0,58.0,0.0,6.2,290.0,20.9998527505829,5.2498762624564,"6.38686971844862"
204,"2022-01-03 03:00:00",-10.25,55.5,0.0,6.975,292.5,20.999957433885,5.60419912678028,"6.42159289900406"
205,"2022-01-03 03:15:00",-10.5,53.0,0.0,7.75,295.0,20.9999752721907,6.0458070134289,"6.44777994392466"
206,"2022-01-03 03:30:00",-10.75,50.5,0.0,8.525,297.5,20.9999633732049,6.51102751916927,"6.39074044039238"
207,"2022-01-03 03:45:00",-11.0,48.0,0.0,9.3,300.0,20.9999567592697,7.00063575635658,"6.28987024057956"
208,"2022-01-03 04:00:00",-11.5,49.0,0.0,8.65,302.5,20.9998355847503,6.95627692690455,"7.46682787636457"
209,"2022-01-03 04:15:00",-12.0,50.0,0.0,8.0,305.0,20.9999377513474,6.90727384411316,"7.59001943710353"
210,"2022-01-03 04:30:00",-12.5,51.0,0.0,7.35,307.5,20.9999372422493,6.84220719564568,"7.70011855033376"
211,"2022-01-03 04:45:00",-13.0,52.0,0.0,6.7,310.0,21.0000808648599,6.80661412811425,"7.90722014598262"
212,"2022-01-03 05:00:00",-13.0,53.25,0.0,6.575,310.0,20.9985935999519,7.63336891804852,"7.58568692411817"
213,"2022-01-03 05:15:00",-13.0,54.5,0.0,6.45,310.0,20.9996955620681,7.594657498746,"7.27669760216737"
214,"2022-01-03 05:30:00",-13.0,55.75,0.0,6.325,310.0,20.9999023291384,7.54900771140323,"7.00171462633199"
215,"2022-01-03 05:45:00",-13.0,57.0,0.0,6.2,310.0,20.9999305737725,7.51053054824963,"6.71091166146113"
216,"2022-01-03 06:00:00",-13.0,57.0,0.0,5.925,310.0,21.0000398154064,7.40330652573688,"6.60534278129443"
217,"2022-01-03 06:15:00",-13.0,57.0,0.0,5.65,310.0,21.0000279488199,7.31646852799765,"6.49076359753129"
218,"2022-01-03 06:30:00",-13.0,57.0,0.0,5.375,310.0,21.000208956034,7.11369842506937,"6.39740520978447"
219,"2022-01-03 06:45:00",-13.0,57.0,0.0,5.1,310.0,20.999940365974,6.38686971844862,"6.28796454082042"
220,"2022-01-03 07:00:00",-13.25,57.75,0.0,5.1,305.0,20.9999259041767,6.42159289900406,"6.03609995285626"
221,"2022-01-03 07:15:00",-13.5,58.5,0.0,5.1,300.0,20.9997620040278,6.44777994392466,"5.36343497860551"
